-0.75959,-0.47352,0.058167,0.80405,-0.91639,-0.011436,0.054333,0.00535,15.506,-4.3338,9.5582,1.6136,0
-0.75831,-0.4731,0.059341,0.80164,-0.91708,-0.011663,0.052865,0.0053616,15.461,-4.31,9.534,1.6169,0
-0.75703,-0.47266,0.060513,0.79923,-0.91778,-0.011873,0.051366,0.005368,15.416,-4.2856,9.5098,1.6204,0
-0.75574,-0.47221,0.061684,0.79681,-0.91849,-0.012066,0.049836,0.0053692,15.371,-4.2606,9.4859,1.6244,0
-0.75444,-0.47174,0.062849,0.79439,-0.91922,-0.012242,0.048278,0.0053655,15.326,-4.2352,9.4622,1.6288,0
-0.75313,-0.47126,0.064008,0.79197,-0.91997,-0.012399,0.046691,0.0053569,15.281,-4.2092,9.4387,1.6336,0
-0.75182,-0.47076,0.065158,0.78956,-0.92073,-0.012538,0.045079,0.0053435,15.237,-4.1826,9.4156,1.6389,0
-0.7505,-0.47025,0.066299,0.78715,-0.92152,-0.012659,0.04344,0.0053256,15.193,-4.1554,9.3929,1.6447,0
-0.74917,-0.46972,0.067428,0.78475,-0.92232,-0.012762,0.041777,0.0053033,15.149,-4.1277,9.3706,1.6509,0
-0.74785,-0.46917,0.068544,0.78236,-0.92315,-0.012847,0.040091,0.0052767,15.106,-4.0994,9.3487,1.6577,0
-0.74652,-0.4686,0.069647,0.77998,-0.924,-0.012913,0.038383,0.0052459,15.063,-4.0705,9.3273,1.6651,0
-0.74519,-0.46802,0.070734,0.77761,-0.92487,-0.012962,0.036653,0.0052112,15.021,-4.0411,9.3065,1.6729,0
-0.74386,-0.46742,0.071805,0.77526,-0.92577,-0.012994,0.034904,0.0051727,14.979,-4.0111,9.2861,1.6813,0
-0.74252,-0.46679,0.072859,0.77293,-0.92668,-0.013009,0.033136,0.0051306,14.937,-3.9805,9.2664,1.6903,0
-0.74119,-0.46615,0.073896,0.77061,-0.92763,-0.013009,0.031349,0.0050849,14.896,-3.9493,9.2472,1.6999,0
-0.73986,-0.4655,0.074913,0.76831,-0.92859,-0.012994,0.029546,0.005036,14.856,-3.9176,9.2286,1.7101,0
-0.73853,-0.46482,0.075912,0.76603,-0.92958,-0.012964,0.027728,0.0049839,14.817,-3.8853,9.2106,1.7208,0
-0.7372,-0.46412,0.07689,0.76377,-0.93059,-0.012921,0.025894,0.0049289,14.778,-3.8524,9.1933,1.7321,0
-0.73587,-0.46341,0.077848,0.76153,-0.93163,-0.012866,0.024047,0.004871,14.74,-3.8189,9.1766,1.7441,0
-0.73455,-0.46267,0.078786,0.75931,-0.93269,-0.012799,0.022187,0.0048105,14.702,-3.7849,9.1605,1.7566,0
-0.73323,-0.46191,0.079702,0.75712,-0.93377,-0.012722,0.020315,0.0047475,14.665,-3.7503,9.1452,1.7698,0
-0.73191,-0.46114,0.080596,0.75495,-0.93487,-0.012635,0.018433,0.0046822,14.629,-3.7152,9.1305,1.7835,0
-0.73059,-0.46034,0.081469,0.7528,-0.936,-0.01254,0.01654,0.0046147,14.594,-3.6795,9.1164,1.7979,0
-0.72928,-0.45953,0.08232,0.75067,-0.93715,-0.012437,0.014638,0.0045452,14.559,-3.6433,9.1031,1.8129,0
-0.72797,-0.4587,0.083149,0.74857,-0.93832,-0.012328,0.012727,0.0044739,14.525,-3.6065,9.0905,1.8285,0
-0.72667,-0.45784,0.083956,0.7465,-0.93952,-0.012213,0.010808,0.0044008,14.492,-3.5692,9.0786,1.8446,0
-0.72537,-0.45697,0.084741,0.74444,-0.94073,-0.012093,0.0088825,0.0043262,14.46,-3.5313,9.0673,1.8614,0
-0.72407,-0.45608,0.085503,0.74242,-0.94196,-0.011969,0.0069503,0.0042503,14.429,-3.4929,9.0568,1.8788,0
-0.72278,-0.45517,0.086243,0.74041,-0.94322,-0.011843,0.005012,0.004173,14.398,-3.454,9.0469,1.8968,0
-0.7215,-0.45424,0.086961,0.73843,-0.94449,-0.011714,0.0030683,0.0040947,14.368,-3.4146,9.0378,1.9154,0
-0.72022,-0.45329,0.087656,0.73648,-0.94578,-0.011583,0.0011196,0.0040153,14.339,-3.3746,9.0293,1.9346,0
-0.71894,-0.45232,0.08833,0.73455,-0.9471,-0.011452,-0.00083373,0.0039351,14.31,-3.3342,9.0215,1.9543,0
-0.71767,-0.45133,0.088982,0.73264,-0.94843,-0.011321,-0.0027913,0.0038542,14.282,-3.2932,9.0145,1.9747,0
-0.7164,-0.45032,0.089612,0.73075,-0.94977,-0.01119,-0.0047527,0.0037727,14.255,-3.2517,9.0081,1.9956,0
-0.71514,-0.4493,0.090221,0.72889,-0.95114,-0.011059,-0.0067178,0.0036908,14.229,-3.2098,9.0024,2.0171,0
-0.71388,-0.44825,0.090809,0.72706,-0.95252,-0.010931,-0.0086863,0.0036085,14.204,-3.1673,8.9973,2.0392,0
-0.71262,-0.44719,0.091375,0.72524,-0.95392,-0.010803,-0.010658,0.0035259,14.179,-3.1243,8.9929,2.0618,0
-0.71137,-0.44611,0.091921,0.72345,-0.95534,-0.010678,-0.012633,0.0034432,14.155,-3.0809,8.9892,2.085,0
-0.71013,-0.44501,0.092447,0.72168,-0.95677,-0.010555,-0.014611,0.0033605,14.132,-3.037,8.9861,2.1087,0
-0.70889,-0.44389,0.092952,0.71993,-0.95821,-0.010435,-0.016592,0.0032778,14.109,-2.9926,8.9837,2.133,0
-0.70765,-0.44275,0.093437,0.7182,-0.95968,-0.010318,-0.018576,0.0031953,14.088,-2.9477,8.9819,2.1579,0
-0.70642,-0.4416,0.093903,0.7165,-0.96115,-0.010204,-0.020563,0.0031131,14.066,-2.9024,8.9808,2.1832,0
-0.70519,-0.44042,0.094349,0.71481,-0.96264,-0.010093,-0.022552,0.0030312,14.046,-2.8566,8.9802,2.2092,0
-0.70397,-0.43923,0.094777,0.71314,-0.96415,-0.009985,-0.024545,0.0029498,14.026,-2.8103,8.9803,2.2356,0
-0.70275,-0.43803,0.095186,0.7115,-0.96567,-0.0098805,-0.026542,0.0028688,14.007,-2.7636,8.981,2.2625,0
-0.70154,-0.4368,0.095577,0.70987,-0.9672,-0.0097794,-0.028541,0.0027884,13.989,-2.7164,8.9823,2.29,0
-0.70032,-0.43556,0.09595,0.70826,-0.96875,-0.0096817,-0.030544,0.0027087,13.971,-2.6688,8.9842,2.318,0
-0.69912,-0.4343,0.096305,0.70667,-0.97031,-0.0095875,-0.03255,0.0026298,13.954,-2.6207,8.9867,2.3465,0
-0.69791,-0.43302,0.096643,0.70509,-0.97188,-0.0094966,-0.034561,0.0025516,13.937,-2.5722,8.9897,2.3754,0
-0.69671,-0.43173,0.096965,0.70354,-0.97346,-0.009409,-0.036575,0.0024742,13.921,-2.5233,8.9933,2.4049,0
-0.69551,-0.43042,0.09727,0.702,-0.97506,-0.0093247,-0.038593,0.0023977,13.906,-2.4739,8.9974,2.4349,0
-0.69431,-0.42909,0.097559,0.70047,-0.97666,-0.0092436,-0.040616,0.0023222,13.891,-2.4241,9.0021,2.4653,0
-0.69312,-0.42775,0.097832,0.69896,-0.97828,-0.0091657,-0.042643,0.0022477,13.877,-2.3738,9.0074,2.4962,0
-0.69193,-0.42639,0.09809,0.69747,-0.97991,-0.0090908,-0.044675,0.0021743,13.864,-2.3231,9.0131,2.5276,0
-0.69074,-0.42501,0.098333,0.69599,-0.98155,-0.0090189,-0.046712,0.0021019,13.851,-2.272,9.0194,2.5594,0
-0.68956,-0.42362,0.098562,0.69452,-0.9832,-0.0089498,-0.048755,0.0020306,13.838,-2.2205,9.0262,2.5917,0
-0.68837,-0.42221,0.098776,0.69307,-0.98486,-0.0088835,-0.050803,0.0019605,13.827,-2.1686,9.0335,2.6245,0
-0.68719,-0.42079,0.098976,0.69163,-0.98653,-0.0088198,-0.052856,0.0018916,13.815,-2.1162,9.0412,2.6577,0
-0.68601,-0.41935,0.099163,0.69021,-0.98821,-0.0087588,-0.054915,0.001824,13.804,-2.0635,9.0495,2.6913,0
-0.68483,-0.41789,0.099336,0.68879,-0.9899,-0.0087001,-0.056981,0.0017575,13.794,-2.0103,9.0582,2.7254,0
-0.68366,-0.41642,0.099497,0.68739,-0.9916,-0.0086438,-0.059053,0.0016923,13.784,-1.9567,9.0674,2.7599,0
-0.68248,-0.41493,0.099645,0.686,-0.99331,-0.0085898,-0.061131,0.0016284,13.775,-1.9027,9.0771,2.7948,0
-0.68131,-0.41343,0.099782,0.68461,-0.99503,-0.0085379,-0.063216,0.0015659,13.766,-1.8483,9.0872,2.8302,0
-0.68013,-0.41192,0.099906,0.68324,-0.99675,-0.0084881,-0.065309,0.0015046,13.757,-1.7935,9.0977,2.866,0
-0.67896,-0.41038,0.10002,0.68188,-0.99848,-0.0084402,-0.067408,0.0014446,13.749,-1.7383,9.1087,2.9022,0
-0.67779,-0.40884,0.10012,0.68053,-1.0002,-0.0083941,-0.069515,0.001386,13.742,-1.6827,9.1201,2.9388,0
-0.67662,-0.40728,0.10021,0.67918,-1.002,-0.0083499,-0.07163,0.0013288,13.734,-1.6267,9.1319,2.9758,0
-0.67545,-0.4057,0.10029,0.67785,-1.0037,-0.0083073,-0.073752,0.0012729,13.728,-1.5703,9.1442,3.0132,0
-0.67428,-0.40411,0.10036,0.67652,-1.0055,-0.0082664,-0.075883,0.0012183,13.721,-1.5135,9.1568,3.051,0
-0.67311,-0.40251,0.10042,0.6752,-1.0073,-0.0082269,-0.078021,0.0011651,13.715,-1.4563,9.1698,3.0892,0
-0.67194,-0.40089,0.10047,0.67389,-1.009,-0.0081889,-0.080169,0.0011132,13.71,-1.3988,9.1832,3.1278,0
-0.67076,-0.39925,0.10052,0.67258,-1.0108,-0.0081523,-0.082324,0.0010627,13.705,-1.3408,9.197,3.1667,0
-0.66959,-0.39761,0.10055,0.67128,-1.0126,-0.008117,-0.084489,0.0010136,13.7,-1.2825,9.2112,3.2061,0
-0.66842,-0.39594,0.10057,0.66998,-1.0144,-0.0080829,-0.086662,0.00096577,13.695,-1.2238,9.2257,3.2458,0
